報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年31週(07月31日～08月06日),2023年08月09日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週,24週,24週,25週,25週,26週,26週,27週,27週,28週,28週,29週,29週,30週,30週,31週,31週
宮崎県,3147,89.91,6,0.17,5,0.14,15,0.43,13,0.36,10,0.28,3,0.08,12,0.33,13,0.36,14,0.39,14,0.39,17,0.47,10,0.28,9,0.25,16,0.44,35,0.97,67,1.86,97,2.77,88,2.44,78,2.17,170,4.72,321,8.92,316,8.78,384,10.67,362,10.06,276,7.67,212,5.89,207,5.75,168,4.67,77,2.14,70,1.94,62,1.72
鹿児島県,4736,89.36,1,0.02,9,0.17,15,0.28,6,0.11,14,0.26,6,0.11,6,0.11,10,0.19,4,0.07,7,0.13,3,0.06,5,0.09,8,0.15,22,0.42,19,0.36,36,0.68,30,0.57,42,0.79,46,0.87,111,2.09,184,3.47,191,3.6,315,5.94,527,9.94,649,12.25,583,11,575,10.85,541,10.21,338,6.38,264,4.98,169,3.19
沖縄県,251,8.1,4,0.12,1,0.03,0,0,1,0.03,3,0.09,0,0,1,0.03,1,0.03,0,0,1,0.03,2,0.06,3,0.09,0,0,5,0.15,6,0.19,8,0.25,5,0.16,11,0.35,3,0.1,10,0.32,8,0.26,10,0.32,14,0.45,7,0.23,14,0.45,23,0.74,19,0.61,28,0.9,17,0.55,30,0.97,16,0.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週,24週,24週,25週,25週,26週,26週,27週,27週,28週,28週,29週,29週,30週,30週,31週,31週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,4346,1.38,63,0.02,68,0.02,84,0.03,76,0.02,96,0.03,92,0.03,95,0.03,81,0.03,95,0.03,91,0.03,100,0.03,79,0.03,97,0.03,95,0.03,114,0.04,110,0.04,107,0.03,97,0.03,123,0.04,184,0.06,215,0.07,218,0.07,259,0.08,245,0.08,281,0.09,202,0.06,220,0.07,221,0.07,167,0.05,177,0.06,194,0.06
北海道,145,1.05,0,0,2,0.01,5,0.04,0,0,1,0.01,3,0.02,1,0.01,0,0,2,0.01,2,0.01,3,0.02,1,0.01,3,0.02,2,0.01,3,0.02,3,0.02,4,0.03,5,0.04,3,0.02,6,0.04,7,0.05,2,0.01,9,0.07,9,0.07,20,0.15,3,0.02,3,0.02,13,0.1,11,0.08,15,0.11,4,0.03
青森県,38,0.95,2,0.05,1,0.02,0,0,1,0.02,2,0.05,0,0,4,0.1,3,0.07,0,0,2,0.05,1,0.02,1,0.02,2,0.05,1,0.03,0,0,1,0.03,1,0.03,1,0.03,1,0.03,2,0.05,2,0.05,1,0.03,1,0.03,0,0,1,0.03,1,0.03,3,0.08,1,0.03,1,0.03,1,0.03,0,0
岩手県,38,0.97,0,0,1,0.03,0,0,0,0,2,0.05,2,0.05,1,0.03,0,0,1,0.03,3,0.08,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,3,0.08,5,0.13,1,0.03,4,0.1,2,0.05,1,0.03,1,0.03,3,0.08,1,0.03,3,0.08
宮城県,74,1.32,2,0.03,0,0,1,0.02,0,0,2,0.03,1,0.02,2,0.03,1,0.02,4,0.07,2,0.03,0,0,2,0.03,0,0,2,0.04,2,0.04,1,0.02,1,0.02,1,0.02,1,0.02,2,0.04,6,0.11,5,0.09,3,0.05,4,0.07,9,0.16,7,0.13,0,0,2,0.04,4,0.07,3,0.05,4,0.07
秋田県,12,0.36,0,0,0,0,2,0.06,1,0.03,0,0,1,0.03,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0
山形県,37,1.32,1,0.03,2,0.07,2,0.07,0,0,0,0,2,0.07,0,0,0,0,3,0.1,0,0,1,0.03,3,0.1,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,4,0.14,1,0.04,2,0.07,0,0,4,0.14,3,0.11,3,0.11,2,0.07
福島県,80,1.63,1,0.02,1,0.02,0,0,0,0,3,0.06,3,0.06,1,0.02,1,0.02,1,0.02,1,0.02,3,0.06,2,0.04,2,0.04,0,0,3,0.06,3,0.06,1,0.02,1,0.02,3,0.06,1,0.02,3,0.06,1,0.02,5,0.1,5,0.1,3,0.06,3,0.06,4,0.08,1,0.02,2,0.04,20,0.41,2,0.04
茨城県,87,1.16,7,0.09,2,0.03,0,0,1,0.01,0,0,0,0,1,0.01,1,0.01,2,0.03,3,0.04,2,0.03,0,0,3,0.04,2,0.03,3,0.04,3,0.04,1,0.01,1,0.01,1,0.01,4,0.05,6,0.08,8,0.11,4,0.05,5,0.07,6,0.08,7,0.09,5,0.07,6,0.08,2,0.03,0,0,1,0.01
栃木県,51,1.06,0,0,0,0,0,0,2,0.04,0,0,0,0,2,0.04,2,0.04,0,0,0,0,0,0,0,0,0,0,2,0.04,2,0.04,3,0.06,4,0.08,0,0,3,0.06,4,0.08,0,0,2,0.04,4,0.08,1,0.02,4,0.08,2,0.04,1,0.02,7,0.15,2,0.04,3,0.06,1,0.02
群馬県,124,2.34,3,0.06,0,0,0,0,4,0.08,1,0.02,4,0.08,3,0.06,2,0.04,0,0,2,0.04,1,0.02,1,0.02,7,0.13,3,0.06,1,0.02,1,0.02,2,0.04,7,0.13,3,0.06,2,0.04,2,0.04,3,0.06,5,0.09,9,0.17,3,0.06,2,0.04,21,0.39,4,0.07,7,0.13,6,0.11,15,0.28
埼玉県,360,2.24,5,0.03,1,0.01,10,0.06,6,0.04,8,0.05,6,0.04,8,0.05,7,0.04,9,0.06,7,0.04,10,0.06,6,0.04,7,0.04,8,0.05,5,0.03,7,0.04,7,0.04,3,0.02,10,0.06,10,0.06,17,0.1,28,0.17,22,0.13,30,0.18,19,0.12,23,0.14,17,0.1,24,0.15,14,0.09,13,0.08,13,0.08
千葉県,211,1.64,0,0,5,0.04,5,0.04,3,0.02,4,0.03,4,0.03,4,0.03,4,0.03,6,0.05,1,0.01,5,0.04,4,0.03,4,0.03,6,0.05,7,0.05,6,0.05,8,0.06,6,0.05,10,0.08,15,0.12,13,0.1,14,0.11,6,0.05,10,0.08,11,0.09,7,0.06,10,0.08,12,0.1,4,0.03,10,0.08,7,0.05
東京都,374,1.44,4,0.02,7,0.03,6,0.02,11,0.04,11,0.04,9,0.03,7,0.03,12,0.05,11,0.04,4,0.02,9,0.04,7,0.03,10,0.04,12,0.05,8,0.03,12,0.05,6,0.02,11,0.04,9,0.03,9,0.03,24,0.09,25,0.1,32,0.12,16,0.06,20,0.08,10,0.04,21,0.08,13,0.05,16,0.06,15,0.06,7,0.03
神奈川県,389,1.71,7,0.03,9,0.04,6,0.03,13,0.06,5,0.02,11,0.05,4,0.02,5,0.02,5,0.02,13,0.06,7,0.03,5,0.02,10,0.04,9,0.04,7,0.03,10,0.04,8,0.04,7,0.03,15,0.07,18,0.08,28,0.12,12,0.05,22,0.1,22,0.1,25,0.11,24,0.1,16,0.07,23,0.1,8,0.03,12,0.05,23,0.1
新潟県,77,1.43,1,0.02,3,0.05,0,0,0,0,4,0.07,3,0.05,3,0.05,2,0.04,2,0.04,2,0.04,3,0.05,1,0.02,1,0.02,2,0.04,2,0.04,0,0,1,0.02,2,0.04,3,0.06,6,0.11,2,0.04,1,0.02,4,0.07,10,0.19,3,0.06,3,0.06,3,0.06,3,0.06,4,0.07,2,0.04,1,0.02
富山県,22,0.76,1,0.03,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,3,0.1,0,0,0,0,1,0.03,4,0.14,1,0.03,1,0.03,0,0,0,0,2,0.07,0,0,1,0.03
石川県,29,1,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,2,0.07,1,0.03,0,0,0,0,2,0.07,1,0.03,0,0,1,0.03,2,0.07,3,0.1,1,0.03,1,0.03,4,0.14,1,0.03,0,0,1,0.03,2,0.07,2,0.07,0,0,0,0,1,0.03
福井県,33,1.43,2,0.09,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,1,0.04,2,0.09,3,0.12,3,0.12,3,0.12,1,0.04,1,0.04,1,0.04,2,0.08,2,0.08,1,0.04,0,0,3,0.12,2,0.08,0,0,0,0
山梨県,26,1.08,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,2,0.08,0,0,2,0.08,0,0,0,0,2,0.08,0,0,0,0,1,0.04,1,0.04,3,0.13,2,0.08,0,0,1,0.04,1,0.04,1,0.04,0,0
長野県,59,1.11,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,2,0.04,1,0.02,3,0.06,2,0.04,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,2,0.04,0,0,0,0,2,0.04,2,0.04,6,0.11,6,0.11,6,0.11,4,0.07,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,9,0.17
岐阜県,41,0.79,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,4,0.08,2,0.04,3,0.06,7,0.13,3,0.06,1,0.02,1,0.02,2,0.04,2,0.04
静岡県,119,1.35,4,0.04,4,0.04,4,0.04,4,0.04,4,0.04,2,0.02,2,0.02,5,0.06,4,0.04,6,0.07,5,0.06,1,0.01,3,0.03,6,0.07,1,0.01,1,0.01,1,0.01,6,0.07,1,0.01,5,0.06,2,0.02,4,0.04,5,0.06,8,0.09,4,0.04,1,0.01,8,0.09,5,0.06,3,0.03,5,0.06,5,0.06
愛知県,183,1.01,0,0,3,0.02,0,0,2,0.01,3,0.02,5,0.03,4,0.02,4,0.02,1,0.01,3,0.02,7,0.04,3,0.02,4,0.02,3,0.02,8,0.04,7,0.04,5,0.03,4,0.02,4,0.02,13,0.07,4,0.02,5,0.03,9,0.05,12,0.07,13,0.07,8,0.04,10,0.05,14,0.08,5,0.03,9,0.05,11,0.06
三重県,28,0.64,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,2,0.04,0,0,0,0,0,0,3,0.07,2,0.04,1,0.02,0,0,0,0,1,0.02,1,0.02,2,0.04,0,0,0,0,1,0.02,1,0.02,2,0.04,1,0.02,1,0.02,0,0,2,0.04,1,0.02,0,0
滋賀県,48,1.37,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,0,0,1,0.03,5,0.14,0,0,0,0,1,0.03,4,0.11,2,0.06,3,0.08,1,0.03,10,0.28,3,0.08,1,0.03,1,0.03,4,0.11,2,0.06,2,0.06
京都府,62,0.82,1,0.01,0,0,0,0,1,0.01,4,0.05,0,0,2,0.03,0,0,0,0,1,0.01,1,0.01,1,0.01,1,0.01,0,0,2,0.03,1,0.01,2,0.03,1,0.01,3,0.04,3,0.04,6,0.08,3,0.04,3,0.04,3,0.04,2,0.03,5,0.07,3,0.04,6,0.08,2,0.03,2,0.03,3,0.04
大阪府,305,1.58,2,0.01,6,0.03,2,0.01,6,0.03,6,0.03,8,0.04,8,0.04,5,0.03,7,0.04,12,0.06,3,0.02,10,0.05,9,0.05,6,0.03,6,0.03,4,0.02,8,0.04,6,0.03,9,0.05,20,0.11,18,0.09,19,0.1,21,0.11,13,0.07,18,0.09,5,0.03,19,0.1,13,0.07,12,0.06,9,0.05,15,0.08
兵庫県,175,1.37,0,0,3,0.02,9,0.07,3,0.02,2,0.02,1,0.01,2,0.02,0,0,4,0.03,0,0,1,0.01,1,0.01,2,0.02,1,0.01,2,0.02,1,0.01,4,0.03,3,0.02,3,0.02,11,0.09,9,0.07,7,0.05,22,0.17,14,0.11,12,0.09,11,0.09,11,0.09,6,0.05,7,0.05,10,0.08,13,0.1
奈良県,27,0.79,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,1,0.03,0,0,3,0.09,3,0.09,1,0.03,2,0.06,0,0,6,0.18,2,0.06,1,0.03,0,0,0,0,0,0,0,0
和歌山県,37,1.23,2,0.07,0,0,0,0,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,1,0.03,0,0,1,0.03,1,0.03,2,0.07,6,0.2,1,0.03,2,0.07,2,0.07,1,0.03,2,0.07,0,0,4,0.13,0,0,3,0.1
鳥取県,9,0.47,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,1,0.05,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,1,0.05,1,0.05,0,0
島根県,19,0.83,0,0,0,0,1,0.04,0,0,0,0,0,0,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,2,0.09,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,2,0.09,0,0,1,0.04,1,0.04,3,0.13,1,0.04,1,0.04,0,0
岡山県,74,1.37,0,0,1,0.02,1,0.02,3,0.06,0,0,3,0.06,3,0.06,3,0.06,1,0.02,2,0.04,3,0.06,1,0.02,1,0.02,1,0.02,9,0.17,4,0.07,1,0.02,0,0,3,0.06,0,0,5,0.09,6,0.11,3,0.06,6,0.11,1,0.02,1,0.02,2,0.04,2,0.04,3,0.06,2,0.04,3,0.06
広島県,61,0.86,1,0.01,0,0,1,0.01,0,0,3,0.04,0,0,0,0,0,0,3,0.04,3,0.04,4,0.06,0,0,0,0,0,0,2,0.03,2,0.03,0,0,0,0,0,0,2,0.03,1,0.01,4,0.06,3,0.04,3,0.04,16,0.23,2,0.03,2,0.03,0,0,0,0,3,0.04,6,0.09
山口県,69,1.6,1,0.02,2,0.04,0,0,0,0,1,0.02,2,0.04,1,0.02,0,0,1,0.02,2,0.04,2,0.04,0,0,1,0.02,0,0,1,0.02,3,0.07,2,0.05,1,0.02,1,0.02,1,0.02,0,0,4,0.09,3,0.07,9,0.21,10,0.23,0,0,2,0.05,14,0.33,2,0.05,2,0.05,1,0.02
徳島県,15,0.65,0,0,0,0,0,0,0,0,2,0.09,2,0.09,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,1,0.04,0,0,2,0.09,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,2,0.09
香川県,56,2,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04,0,0,1,0.04,2,0.07,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,0,0,3,0.11,1,0.04,2,0.07,2,0.07,3,0.11,5,0.18,14,0.5,1,0.04,1,0.04,4,0.14,1,0.04,5,0.18
愛媛県,65,1.81,3,0.08,0,0,1,0.03,1,0.03,2,0.05,1,0.03,2,0.05,0,0,2,0.05,3,0.08,1,0.03,1,0.03,4,0.11,0,0,0,0,0,0,1,0.03,1,0.03,2,0.05,2,0.05,0,0,1,0.03,2,0.05,1,0.03,11,0.3,6,0.16,3,0.08,1,0.03,7,0.19,2,0.05,4,0.11
高知県,17,0.65,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,3,0.12,0,0,2,0.08,1,0.04,0,0,2,0.08,1,0.04,1,0.04,0,0,1,0.04
福岡県,195,1.63,1,0.01,3,0.03,2,0.02,2,0.02,5,0.04,4,0.03,3,0.03,4,0.03,2,0.02,5,0.04,5,0.04,4,0.03,4,0.03,3,0.03,7,0.06,10,0.08,7,0.06,7,0.06,8,0.07,12,0.1,10,0.08,15,0.13,11,0.09,3,0.03,13,0.11,8,0.07,13,0.11,9,0.08,6,0.05,4,0.03,5,0.04
佐賀県,23,1,1,0.04,0,0,3,0.13,0,0,0,0,0,0,0,0,0,0,2,0.09,0,0,0,0,1,0.04,2,0.09,2,0.09,0,0,2,0.09,0,0,0,0,1,0.04,1,0.04,1,0.04,0,0,3,0.13,1,0.04,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0
長崎県,62,1.41,1,0.02,0,0,6,0.14,2,0.05,4,0.09,1,0.02,1,0.02,1,0.02,5,0.11,0,0,1,0.02,4,0.09,0,0,0,0,1,0.02,1,0.02,4,0.09,1,0.02,3,0.07,0,0,8,0.18,1,0.02,1,0.02,2,0.05,1,0.02,5,0.11,1,0.02,2,0.05,1,0.02,2,0.05,2,0.05
熊本県,97,1.98,2,0.04,1,0.02,3,0.06,1,0.02,2,0.04,1,0.02,4,0.08,1,0.02,1,0.02,0,0,2,0.04,1,0.02,3,0.06,5,0.1,7,0.15,0,0,3,0.06,3,0.06,1,0.02,3,0.06,12,0.24,5,0.1,2,0.04,2,0.04,5,0.1,3,0.06,8,0.16,2,0.04,2,0.04,5,0.1,7,0.14
大分県,81,2.25,1,0.03,2,0.06,1,0.03,0,0,2,0.06,5,0.14,5,0.14,2,0.06,0,0,1,0.03,2,0.06,3,0.08,0,0,3,0.08,2,0.06,2,0.06,1,0.03,0,0,2,0.06,0,0,0,0,1,0.03,12,0.33,4,0.11,1,0.03,5,0.14,8,0.22,3,0.08,4,0.11,3,0.08,6,0.17
宮崎県,52,1.49,3,0.08,1,0.03,4,0.11,2,0.06,1,0.03,4,0.11,0,0,1,0.03,1,0.03,2,0.06,1,0.03,2,0.06,1,0.03,3,0.08,0,0,0,0,1,0.03,4,0.11,0,0,1,0.03,9,0.25,2,0.06,3,0.08,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,0,0,1,0.03
鹿児島県,106,2,1,0.02,2,0.04,4,0.07,1,0.02,4,0.07,0,0,3,0.06,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,5,0.1,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,6,0.11,3,0.06,2,0.04,3,0.06,6,0.11,6,0.11,4,0.08,4,0.08,5,0.09,8,0.15,2,0.04,2,0.04,1,0.02
沖縄県,54,1.74,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,3,0.09,3,0.09,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,3,0.09,2,0.06,0,0,3,0.1,1,0.03,0,0,6,0.19,2,0.06,4,0.13,1,0.03,2,0.06,4,0.13,5,0.16,2,0.06,2,0.06,2,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週,24週,24週,25週,25週,26週,26週,27週,27週,28週,28週,29週,29週,30週,30週,31週,31週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,243,0.35,4,0.01,15,0.02,5,0.01,6,0.01,3,0,7,0.01,5,0.01,5,0.01,9,0.01,5,0.01,3,0,8,0.01,3,0,4,0.01,7,0.01,12,0.02,10,0.01,7,0.01,12,0.02,10,0.01,12,0.02,8,0.01,14,0.02,8,0.01,9,0.01,7,0.01,7,0.01,12,0.02,8,0.01,8,0.01,10,0.01
北海道,3,0.1,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,4,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0
秋田県,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.29,0,0,1,0.14,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,2,0.15,0,0,1,0.08,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,11,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.41,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,1,0.06
栃木県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,51,1.24,0,0,4,0.1,1,0.03,0,0,1,0.02,0,0,0,0,2,0.05,0,0,1,0.02,0,0,2,0.05,0,0,0,0,2,0.05,2,0.05,3,0.08,5,0.12,1,0.02,4,0.1,1,0.02,0,0,2,0.05,2,0.05,3,0.07,1,0.02,2,0.05,3,0.08,2,0.05,1,0.02,6,0.15
千葉県,5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0
東京都,14,0.37,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,1,0.03,0,0,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.05,1,0.03,4,0.11,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0
神奈川県,17,0.34,1,0.02,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,2,0.04,0,0,0,0,1,0.02,0,0,1,0.02,0,0,2,0.04,0,0,1,0.02,2,0.04,1,0.02,0,0
新潟県,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,1,0.1,0,0,0,0,1,0.1,0,0
富山県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,5,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.29,0,0,2,0.29,0,0
福井県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山梨県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長野県,20,2,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,4,0.4,2,0.2,1,0.1,2,0.2,0,0,0,0,3,0.3,1,0.1,0,0,1,0.1,1,0.1,0,0,0,0
岐阜県,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
